ID,Instrument Serial Num,Reading .,Date,Time,Method Name,User Factor Name,Test Label,Collimation Status,Latitude,Longitude,Units,Mg Compound,Mg Compound Level,Mg Compound Error,Mg Concentration,Mg Error1s,Al Compound,Al Compound Level,Al Compound Error,Al Concentration,Al Error1s,Si Compound,Si Compound Level,Si Compound Error,Si Concentration,Si Error1s,P Compound,P Compound Level,P Compound Error,P Concentration,P Error1s,S Compound,S Compound Level,S Compound Error,S Concentration,S Error1s,K Compound,K Compound Level,K Compound Error,K Concentration,K Error1s,Ca Compound,Ca Compound Level,Ca Compound Error,Ca Concentration,Ca Error1s,Ti Compound,Ti Compound Level,Ti Compound Error,Ti Concentration,Ti Error1s,V Compound,V Compound Level,V Compound Error,V Concentration,V Error1s,Cr Compound,Cr Compound Level,Cr Compound Error,Cr Concentration,Cr Error1s,Mn Compound,Mn Compound Level,Mn Compound Error,Mn Concentration,Mn Error1s,Fe Compound,Fe Compound Level,Fe Compound Error,Fe Concentration,Fe Error1s,Co Compound,Co Compound Level,Co Compound Error,Co Concentration,Co Error1s,Ni Compound,Ni Compound Level,Ni Compound Error,Ni Concentration,Ni Error1s,Cu Compound,Cu Compound Level,Cu Compound Error,Cu Concentration,Cu Error1s,Zn Compound,Zn Compound Level,Zn Compound Error,Zn Concentration,Zn Error1s,As Compound,As Compound Level,As Compound Error,As Concentration,As Error1s,Se Compound,Se Compound Level,Se Compound Error,Se Concentration,Se Error1s,Rb Compound,Rb Compound Level,Rb Compound Error,Rb Concentration,Rb Error1s,Sr Compound,Sr Compound Level,Sr Compound Error,Sr Concentration,Sr Error1s,Y Compound,Y Compound Level,Y Compound Error,Y Concentration,Y Error1s,Zr Compound,Zr Compound Level,Zr Compound Error,Zr Concentration,Zr Error1s,Nb Compound,Nb Compound Level,Nb Compound Error,Nb Concentration,Nb Error1s,Mo Compound,Mo Compound Level,Mo Compound Error,Mo Concentration,Mo Error1s,Ag Compound,Ag Compound Level,Ag Compound Error,Ag Concentration,Ag Error1s,Cd Compound,Cd Compound Level,Cd Compound Error,Cd Concentration,Cd Error1s,Sn Compound,Sn Compound Level,Sn Compound Error,Sn Concentration,Sn Error1s,Sb Compound,Sb Compound Level,Sb Compound Error,Sb Concentration,Sb Error1s,W Compound,W Compound Level,W Compound Error,W Concentration,W Error1s,Au Compound,Au Compound Level,Au Compound Error,Au Concentration,Au Error1s,Hg Compound,Hg Compound Level,Hg Compound Error,Hg Concentration,Hg Error1s,Pb Compound,Pb Compound Level,Pb Compound Error,Pb Concentration,Pb Error1s,Bi Compound,Bi Compound Level,Bi Compound Error,Bi Concentration,Bi Error1s,Th Compound,Th Compound Level,Th Compound Error,Th Concentration,Th Error1s,U Compound,U Compound Level,U Compound Error,U Concentration,U Error1s,LE Compound,LE Compound Level,LE Compound Error,LE Concentration,LE Error1s,Notes,Operator,Project No,Sample ID,Sample Type
,800888,33,2019-10-08,15:03:55,geoChem-Extra-CoFix,,33,No,,,PPM,,,,0,2908,,,,85428,650,,,,330769,789,,,,1847,55,,,,0,52,,,,37900,108,,,,0,118,,,,642,58,,,,0,11,,,,0,17,,,,865,19,,,,10554,51,,,,46,13,,,,8,3,,,,12,2,,,,20,1,,,,0,2,,,,0,1,,,,230,2,,,,44,1,,,,19,1,,,,182,1,,,,223,2,,,,0,2,,,,0,9,,,,0,9,,,,0,14,,,,0,17,,,,0,8,,,,0,35,,,,0,4,,,,25,1,,,,0,7,,,,77,3,,,,11,1,,,,531096,1035,debitage,nhw,18-1135-018,DhQj-14:31,Chip
,800888,34,2019-10-08,15:06:32,geoChem-Extra-CoFix,,34,No,,,PPM,,,,0,2849,,,,86154,628,,,,324217,773,,,,786,49,,,,0,50,,,,23551,76,,,,16896,55,,,,3440,84,,,,125,10,,,,0,18,,,,453,14,,,,22698,81,,,,136,19,,,,16,3,,,,18,2,,,,68,2,,,,0,1,,,,0,1,,,,90,1,,,,405,2,,,,14,1,,,,218,2,,,,8,1,,,,0,2,,,,0,8,,,,0,9,,,,0,14,,,,0,18,,,,0,8,,,,0,34,,,,0,4,,,,18,1,,,,0,6,,,,9,3,,,,0,3,,,,520679,1046,formal tool,nhw,18-1135-018,DhQj-14:32,Chip
,800888,35,2019-10-08,15:08:31,geoChem-Extra-CoFix,,35,No,,,PPM,,,,0,3747,,,,73465,680,,,,292889,835,,,,180,52,,,,0,67,,,,23355,86,,,,17891,64,,,,3311,91,,,,103,11,,,,61,14,,,,462,16,,,,23288,92,,,,153,21,,,,13,3,,,,23,3,,,,70,2,,,,0,2,,,,0,1,,,,90,1,,,,414,2,,,,17,1,,,,225,2,,,,10,1,,,,5,1,,,,0,9,,,,0,10,,,,0,15,,,,0,20,,,,0,9,,,,0,39,,,,0,4,,,,17,1,,,,0,7,,,,19,3,,,,0,4,,,,563936,1155,formal tool,nhw,18-1135-018,DhQj-14:32,Chip
,800888,36,2019-10-08,15:10:42,geoChem-Extra-CoFix,,36,No,,,PPM,,,,0,2437,,,,42059,504,,,,406078,865,,,,918,54,,,,0,45,,,,21503,73,,,,14126,50,,,,2048,74,,,,278,12,,,,0,18,,,,128,10,,,,5104,34,,,,36,10,,,,18,3,,,,22,2,,,,683,6,,,,3,1,,,,2,0,,,,81,1,,,,102,1,,,,6,1,,,,161,1,,,,0,2,,,,12,1,,,,0,9,,,,27,5,,,,0,14,,,,0,18,,,,39,6,,,,0,34,,,,0,4,,,,15,1,,,,0,6,,,,0,5,,,,4,1,,,,506547,1005,debitage,nhw,18-1135-018,DhQj-14:42,Chip
,800888,37,2019-10-08,15:14:20,geoChem-Extra-CoFix,,37,No,,,PPM,,,,8824,1682,,,,44251,465,,,,461249,1117,,,,659,49,,,,0,33,,,,22167,77,,,,14723,54,,,,1891,68,,,,280,11,,,,47,13,,,,118,9,,,,4617,31,,,,39,9,,,,19,3,,,,17,2,,,,151,3,,,,3,1,,,,2,0,,,,80,1,,,,102,1,,,,4,1,,,,132,1,,,,0,2,,,,0,2,,,,0,8,,,,0,9,,,,0,13,,,,0,17,,,,0,8,,,,0,33,,,,0,4,,,,10,1,,,,10,3,,,,0,4,,,,0,3,,,,440603,1176,debitage,nhw,18-1135-018,DhQj-14:42,Chip
,800888,38,2019-10-08,15:18:52,geoChem-Extra-CoFix,,38,No,,,PPM,,,,0,2758,,,,78211,615,,,,351538,796,,,,335,45,,,,0,47,,,,39669,109,,,,0,107,,,,719,59,,,,0,11,,,,0,17,,,,196,11,,,,9562,47,,,,73,13,,,,13,3,,,,13,2,,,,16,1,,,,0,2,,,,0,1,,,,183,1,,,,67,1,,,,19,1,,,,190,1,,,,227,2,,,,0,2,,,,0,9,,,,0,10,,,,0,14,,,,0,18,,,,14,4,,,,0,36,,,,0,4,,,,31,1,,,,0,7,,,,73,3,,,,14,1,,,,518839,1013,expedient tool,nhw,18-1135-018,DhQj-14:47,Chip
,800888,39,2019-10-08,15:20:43,geoChem-Extra-CoFix,,39,No,,,PPM,,,,0,4077,,,,67788,690,,,,301542,861,,,,833,56,,,,0,74,,,,34689,116,,,,319,32,,,,970,69,,,,0,13,,,,0,18,,,,204,13,,,,10671,57,,,,0,23,,,,0,5,,,,16,2,,,,22,2,,,,6,1,,,,0,1,,,,184,2,,,,66,1,,,,18,1,,,,194,2,,,,227,2,,,,5,1,,,,0,10,,,,0,11,,,,0,16,,,,0,20,,,,0,10,,,,0,41,,,,0,4,,,,41,2,,,,0,8,,,,94,3,,,,17,1,,,,582093,1133,expedient tool,nhw,18-1135-018,DhQj-14:47,Chip
,800888,40,2019-10-08,15:25:37,geoChem-Extra-CoFix,,40,No,,,PPM,,,,0,4491,,,,75229,760,,,,282263,893,,,,0,106,,,,0,77,,,,31922,117,,,,15517,66,,,,3101,98,,,,131,12,,,,0,22,,,,396,17,,,,19525,90,,,,115,21,,,,15,4,,,,29,3,,,,59,2,,,,3,1,,,,0,1,,,,133,1,,,,375,2,,,,14,1,,,,228,2,,,,11,1,,,,11,1,,,,0,10,,,,0,12,,,,0,17,,,,0,22,,,,0,10,,,,0,43,,,,0,5,,,,16,1,,,,0,8,,,,33,3,,,,5,2,,,,570867,1260,debitage,nhw,19-1225-008,T01-001,Chip
,800888,41,2019-10-08,15:28:34,geoChem-Extra-CoFix,,41,No,,,PPM,,,,0,3362,,,,88005,692,,,,305422,808,,,,0,81,,,,0,57,,,,32571,103,,,,15664,58,,,,3241,89,,,,139,11,,,,0,19,,,,481,16,,,,20320,81,,,,128,19,,,,0,5,,,,33,3,,,,58,2,,,,0,2,,,,0,1,,,,137,1,,,,387,2,,,,12,1,,,,230,2,,,,10,1,,,,0,2,,,,0,9,,,,0,10,,,,0,15,,,,0,19,,,,0,9,,,,0,37,,,,0,4,,,,16,1,,,,0,7,,,,20,3,,,,0,4,,,,533126,1128,debitage,nhw,19-1225-008,T01-001,Chip
,800888,42,2019-10-08,15:30:42,geoChem-Extra-CoFix,,42,No,,,PPM,,,,0,6092,,,,66353,822,,,,248767,931,,,,0,136,,,,0,101,,,,30082,126,,,,15692,73,,,,3356,108,,,,166,14,,,,0,24,,,,381,18,,,,19660,100,,,,136,23,,,,19,4,,,,31,3,,,,61,3,,,,0,2,,,,0,1,,,,136,2,,,,378,3,,,,15,1,,,,230,2,,,,18,1,,,,20,2,,,,0,11,,,,0,13,,,,0,19,,,,0,25,,,,0,11,,,,0,47,,,,0,5,,,,20,2,,,,0,8,,,,27,4,,,,0,4,,,,614452,1353,debitage ctx,nhw,19-1225-008,T01-001b,Chip
,800888,43,2019-10-08,15:32:51,geoChem-Extra-CoFix,,43,No,,,PPM,,,,0,3268,,,,88916,682,,,,296629,784,,,,0,81,,,,0,55,,,,32909,102,,,,16428,59,,,,3958,93,,,,158,11,,,,43,14,,,,478,16,,,,24052,90,,,,117,21,,,,12,3,,,,38,3,,,,68,2,,,,4,1,,,,0,1,,,,151,1,,,,416,2,,,,14,1,,,,244,2,,,,9,1,,,,0,2,,,,0,9,,,,0,10,,,,0,15,,,,0,19,,,,0,9,,,,0,37,,,,0,4,,,,18,1,,,,0,6,,,,19,3,,,,5,1,,,,535313,1116,debitage ctx,nhw,19-1225-008,T01-001b,Chip
,800888,44,2019-10-08,15:35:19,geoChem-Extra-CoFix,,44,No,,,PPM,,,,0,4123,,,,87251,757,,,,268321,833,,,,0,101,,,,0,70,,,,27263,100,,,,23742,83,,,,4466,105,,,,139,12,,,,0,22,,,,486,17,,,,29777,116,,,,178,25,,,,13,4,,,,29,3,,,,74,3,,,,0,2,,,,0,1,,,,111,1,,,,461,3,,,,15,1,,,,220,2,,,,13,1,,,,6,1,,,,0,10,,,,0,11,,,,0,16,,,,0,21,,,,0,9,,,,0,40,,,,7,2,,,,13,1,,,,0,7,,,,26,3,,,,0,4,,,,557390,1246,expedient tool,nhw,19-1225-008,T01-004,Chip
,800888,45,2019-10-08,15:38:17,geoChem-Extra-CoFix,,45,No,,,PPM,,,,0,3884,,,,90323,739,,,,260719,794,,,,0,94,,,,0,68,,,,26160,95,,,,28065,91,,,,4994,106,,,,156,12,,,,60,15,,,,554,18,,,,32440,120,,,,115,25,,,,22,4,,,,27,3,,,,81,3,,,,5,1,,,,0,1,,,,112,1,,,,474,3,,,,14,1,,,,225,2,,,,10,1,,,,0,2,,,,0,9,,,,0,11,,,,0,16,,,,0,20,,,,0,9,,,,0,39,,,,0,4,,,,12,1,,,,0,7,,,,18,3,,,,0,4,,,,555414,1218,expedient tool,nhw,19-1225-008,T01-004,Chip
,800888,46,2019-10-08,15:44:54,geoChem-Extra-CoFix,,46,No,,,PPM,,,,0,4146,,,,89270,767,,,,286684,861,,,,0,97,,,,0,70,,,,30330,109,,,,14871,62,,,,2975,94,,,,116,12,,,,0,21,,,,393,16,,,,19288,86,,,,125,20,,,,11,3,,,,29,3,,,,59,2,,,,0,2,,,,0,1,,,,137,1,,,,368,2,,,,14,1,,,,226,2,,,,13,1,,,,7,1,,,,0,10,,,,0,11,,,,0,17,,,,0,22,,,,0,10,,,,0,42,,,,0,4,,,,15,1,,,,0,7,,,,21,3,,,,0,4,,,,555050,1225,debitage ctx,nhw,19-1225-008,T01-008a,Chip
,800888,47,2019-10-08,15:50:57,geoChem-Extra-CoFix,,47,No,,,PPM,,,,0,3652,,,,100500,727,,,,277917,775,,,,622,52,,,,0,62,,,,26748,91,,,,14226,55,,,,3607,91,,,,150,11,,,,0,19,,,,430,15,,,,22473,87,,,,63,20,,,,20,3,,,,35,3,,,,73,2,,,,4,1,,,,0,1,,,,136,1,,,,379,2,,,,11,1,,,,226,2,,,,8,1,,,,0,2,,,,0,9,,,,0,10,,,,0,15,,,,0,19,,,,0,9,,,,0,37,,,,0,4,,,,13,1,,,,0,6,,,,20,3,,,,0,3,,,,552341,1132,debitage ctx,nhw,19-1225-008,T01-008a,Chip
,800888,48,2019-10-08,15:53:25,geoChem-Extra-CoFix,,48,No,,,PPM,,,,0,6031,,,,89650,872,,,,225177,865,,,,229,65,,,,0,100,,,,19350,92,,,,23396,94,,,,4389,113,,,,141,13,,,,0,25,,,,869,23,,,,35161,151,,,,212,30,,,,41,5,,,,25,3,,,,95,3,,,,4,1,,,,0,1,,,,68,1,,,,443,3,,,,23,1,,,,181,2,,,,18,1,,,,12,2,,,,0,11,,,,0,12,,,,0,17,,,,0,22,,,,0,10,,,,0,43,,,,0,5,,,,10,2,,,,0,8,,,,28,4,,,,0,4,,,,600477,1390,debitage,nhw,19-1225-008,T01-014,Chip
,800888,49,2019-10-08,15:56:17,geoChem-Extra-CoFix,,49,No,,,PPM,,,,0,3616,,,,106325,739,,,,282029,789,,,,368,52,,,,0,60,,,,20923,78,,,,22762,74,,,,4715,100,,,,127,11,,,,0,21,,,,922,20,,,,36781,124,,,,170,26,,,,38,4,,,,23,3,,,,99,3,,,,4,1,,,,0,1,,,,69,1,,,,454,2,,,,22,1,,,,178,2,,,,12,1,,,,0,2,,,,0,9,,,,0,10,,,,0,14,,,,0,18,,,,0,9,,,,0,35,,,,0,4,,,,12,1,,,,0,6,,,,9,3,,,,0,3,,,,523956,1184,debitage,nhw,19-1225-008,T01-014,Chip
,800888,50,2019-10-08,15:59:12,geoChem-Extra-CoFix,,50,No,,,PPM,,,,0,4532,,,,77310,751,,,,264930,843,,,,0,107,,,,0,76,,,,32055,115,,,,15296,64,,,,3342,97,,,,130,12,,,,44,15,,,,411,16,,,,20821,92,,,,96,21,,,,14,4,,,,36,3,,,,66,2,,,,0,2,,,,0,1,,,,142,1,,,,386,2,,,,13,1,,,,230,2,,,,14,1,,,,11,1,,,,0,10,,,,0,11,,,,0,17,,,,0,21,,,,0,10,,,,0,43,,,,0,4,,,,16,1,,,,0,7,,,,24,3,,,,5,2,,,,584609,1224,debitage ctx,nhw,19-1225-008,T01-017,Chip
,800888,51,2019-10-08,16:03:01,geoChem-Extra-CoFix,,51,No,,,PPM,,,,0,4094,,,,85969,726,,,,257478,775,,,,934,54,,,,0,70,,,,31008,105,,,,14139,57,,,,3748,94,,,,147,11,,,,0,20,,,,457,16,,,,21467,88,,,,123,20,,,,12,3,,,,34,3,,,,85,3,,,,0,2,,,,0,1,,,,136,1,,,,384,2,,,,12,1,,,,227,2,,,,11,1,,,,0,2,,,,0,9,,,,0,10,,,,0,15,,,,0,20,,,,0,9,,,,0,38,,,,0,4,,,,16,1,,,,0,7,,,,22,3,,,,0,4,,,,583590,1149,debitage ctx,nhw,19-1225-008,T01-017,Chip
,800888,52,2019-10-08,16:07:20,geoChem-Extra-CoFix,,52,No,,,PPM,,,,0,3540,,,,88515,704,,,,296167,808,,,,0,87,,,,0,60,,,,30920,101,,,,15830,59,,,,3318,90,,,,112,11,,,,43,14,,,,389,15,,,,19816,81,,,,128,19,,,,13,3,,,,30,3,,,,57,2,,,,5,1,,,,0,1,,,,136,1,,,,376,2,,,,13,1,,,,226,2,,,,9,1,,,,0,2,,,,0,9,,,,0,10,,,,0,15,,,,0,20,,,,0,9,,,,0,37,,,,0,4,,,,12,1,,,,0,7,,,,17,3,,,,0,4,,,,543869,1138,core,nhw,19-1225-008,T01-028,Chip
,800888,53,2019-10-08,16:09:05,geoChem-Extra-CoFix,,53,No,,,PPM,,,,0,3985,,,,87637,731,,,,280355,817,,,,0,96,,,,0,66,,,,30528,104,,,,16277,62,,,,3178,91,,,,157,12,,,,0,21,,,,402,15,,,,19924,84,,,,128,20,,,,16,3,,,,38,3,,,,57,2,,,,0,2,,,,0,1,,,,138,1,,,,379,2,,,,11,1,,,,228,2,,,,11,1,,,,5,1,,,,0,10,,,,0,11,,,,0,16,,,,0,20,,,,0,9,,,,0,39,,,,0,4,,,,17,1,,,,0,7,,,,20,3,,,,0,4,,,,560494,1173,core,nhw,19-1225-008,T01-028,Chip
,800888,54,2019-10-08,16:12:19,geoChem-Extra-CoFix,,54,No,,,PPM,,,,0,3550,,,,108296,746,,,,280838,794,,,,485,55,,,,0,60,,,,16334,68,,,,31076,93,,,,5280,105,,,,127,12,,,,95,15,,,,976,21,,,,43588,143,,,,274,29,,,,41,4,,,,33,3,,,,348,5,,,,0,1,,,,0,1,,,,60,1,,,,539,3,,,,19,1,,,,175,2,,,,11,1,,,,0,2,,,,0,9,,,,0,10,,,,0,14,,,,0,18,,,,0,10,,,,0,36,,,,0,4,,,,12,1,,,,0,6,,,,0,5,,,,0,3,,,,511394,1217,debitage,nhw,19-1225-008,T01-032,Chip
,800888,55,2019-10-08,16:14:19,geoChem-Extra-CoFix,,55,No,,,PPM,,,,0,3320,,,,110848,717,,,,271432,740,,,,1019,53,,,,0,57,,,,17518,67,,,,31981,91,,,,5764,103,,,,150,11,,,,80,14,,,,1229,22,,,,47770,146,,,,228,28,,,,45,4,,,,43,3,,,,129,3,,,,4,1,,,,0,1,,,,65,1,,,,580,3,,,,20,1,,,,184,2,,,,11,1,,,,0,2,,,,0,8,,,,0,9,,,,0,13,,,,0,16,,,,0,8,,,,0,34,,,,0,4,,,,9,1,,,,0,6,,,,0,5,,,,0,3,,,,510891,1164,debitage,nhw,19-1225-008,T01-032,Chip
,800888,56,2019-10-08,16:18:26,geoChem-Extra-CoFix,,56,No,,,PPM,,,,8546,2620,,,,56757,636,,,,231086,972,,,,0,123,,,,1746,34,,,,3114,35,,,,14584,67,,,,2859,80,,,,93,9,,,,44,12,,,,654,17,,,,47172,203,,,,0,46,,,,13,3,,,,15,3,,,,374,5,,,,10,1,,,,1,0,,,,23,1,,,,205,2,,,,21,1,,,,75,1,,,,0,2,,,,0,2,,,,0,8,,,,0,9,,,,0,14,,,,0,18,,,,0,9,,,,0,33,,,,0,4,,,,6,1,,,,0,5,,,,0,4,,,,0,3,,,,632600,2011,core,nhw,19-1230-054,T01-001,Chip
,800888,57,2019-10-08,16:20:32,geoChem-Extra-CoFix,,57,No,,,PPM,,,,0,4031,,,,66411,639,,,,318368,885,,,,0,94,,,,620,34,,,,4527,43,,,,20017,68,,,,3953,97,,,,84,11,,,,0,20,,,,597,17,,,,24758,96,,,,121,22,,,,13,3,,,,16,3,,,,80,3,,,,4,1,,,,2,0,,,,26,1,,,,254,2,,,,19,1,,,,91,1,,,,6,1,,,,0,2,,,,0,9,,,,0,10,,,,0,16,,,,0,20,,,,0,9,,,,0,37,,,,0,4,,,,9,1,,,,0,6,,,,10,3,,,,0,3,,,,560016,1154,core,nhw,19-1230-054,T01-001,Chip
,800888,58,2019-10-08,16:23:23,geoChem-Extra-CoFix,,58,No,,,PPM,,,,0,3793,,,,88682,732,,,,265878,820,,,,376,54,,,,0,72,,,,15558,69,,,,24247,81,,,,3968,96,,,,83,11,,,,0,22,,,,590,18,,,,48269,164,,,,250,30,,,,31,4,,,,29,3,,,,103,3,,,,0,1,,,,0,1,,,,68,1,,,,561,3,,,,12,1,,,,130,2,,,,5,1,,,,0,2,,,,0,9,,,,0,10,,,,0,15,,,,0,19,,,,0,9,,,,0,37,,,,0,4,,,,8,1,,,,0,6,,,,11,3,,,,0,3,,,,551139,1249,debitage,nhw,19-1230-054,T01-002,Chip
,800888,59,2019-10-08,16:27:11,geoChem-Extra-CoFix,,59,No,,,PPM,,,,0,4039,,,,90994,715,,,,265437,790,,,,285,51,,,,0,66,,,,17524,71,,,,24194,79,,,,4125,95,,,,100,11,,,,0,21,,,,601,17,,,,50595,164,,,,277,30,,,,23,4,,,,16,3,,,,107,3,,,,0,1,,,,0,1,,,,82,1,,,,561,3,,,,13,1,,,,138,2,,,,3,1,,,,0,2,,,,0,8,,,,0,10,,,,0,14,,,,0,18,,,,0,9,,,,0,36,,,,0,4,,,,9,1,,,,0,6,,,,0,5,,,,0,3,,,,544914,1216,debitage,nhw,19-1230-054,T01-002,Chip
,800888,60,2019-10-08,16:29:45,geoChem-Extra-CoFix,,60,No,,,PPM,,,,0,15136,,,,42829,965,,,,132844,869,,,,572,91,,,,0,296,,,,3783,59,,,,14909,93,,,,3882,125,,,,76,14,,,,0,32,,,,697,25,,,,46384,271,,,,132,39,,,,33,6,,,,36,5,,,,109,4,,,,8,1,,,,0,1,,,,30,1,,,,476,4,,,,18,1,,,,123,2,,,,10,2,,,,18,2,,,,0,13,,,,0,15,,,,0,22,,,,0,28,,,,0,12,,,,0,52,,,,0,5,,,,0,3,,,,0,9,,,,39,5,,,,0,5,,,,752991,1523,expedient tool,nhw,19-1230-054,T01-003,Chip
,800888,61,2019-10-08,16:31:46,geoChem-Extra-CoFix,,61,No,,,PPM,,,,0,6180,,,,75106,791,,,,174205,726,,,,1350,63,,,,0,126,,,,7715,52,,,,20045,81,,,,4484,102,,,,85,11,,,,49,14,,,,701,20,,,,46106,185,,,,134,30,,,,22,4,,,,34,3,,,,91,3,,,,13,1,,,,0,1,,,,29,1,,,,617,4,,,,14,1,,,,130,2,,,,7,1,,,,9,2,,,,0,9,,,,0,11,,,,0,16,,,,0,20,,,,0,10,,,,0,39,,,,0,4,,,,4,1,,,,0,7,,,,25,4,,,,0,4,,,,669026,1255,expedient tool,nhw,19-1230-054,T01-003,Chip
,800888,62,2019-10-08,16:47:44,geoChem-Extra-CoFix,,62,No,,,PPM,,,,0,4055,,,,98531,770,,,,255107,804,,,,1264,58,,,,0,77,,,,17241,73,,,,14210,58,,,,5348,105,,,,118,11,,,,0,21,,,,612,18,,,,52342,175,,,,240,31,,,,15,4,,,,35,3,,,,106,3,,,,6,1,,,,2,1,,,,46,1,,,,204,2,,,,27,1,,,,123,2,,,,5,1,,,,0,2,,,,0,9,,,,0,10,,,,0,14,,,,0,18,,,,0,8,,,,0,36,,,,0,4,,,,7,1,,,,0,6,,,,0,5,,,,0,3,,,,554412,1257,debitage,nhw,19-1230-054,T01-006,Chip
,800888,63,2019-10-08,16:49:52,geoChem-Extra-CoFix,,63,No,,,PPM,,,,0,4239,,,,95016,736,,,,255201,781,,,,1550,57,,,,904,31,,,,17557,72,,,,15135,58,,,,5450,103,,,,106,11,,,,0,21,,,,666,18,,,,55163,178,,,,286,31,,,,16,4,,,,29,3,,,,113,3,,,,4,1,,,,0,1,,,,48,1,,,,216,2,,,,28,1,,,,124,2,,,,6,1,,,,0,2,,,,0,8,,,,0,9,,,,0,14,,,,0,18,,,,0,8,,,,0,33,,,,0,4,,,,10,1,,,,0,6,,,,0,5,,,,0,3,,,,552372,1225,debitage,nhw,19-1230-054,T01-006,Chip
,800888,64,2019-10-08,16:54:23,geoChem-Extra-CoFix,,64,No,,,PPM,,,,0,4555,,,,65994,703,,,,269631,841,,,,322,55,,,,0,77,,,,30229,109,,,,14673,61,,,,3287,94,,,,122,12,,,,45,15,,,,479,17,,,,19235,86,,,,95,20,,,,25,4,,,,36,3,,,,76,3,,,,0,2,,,,0,1,,,,127,1,,,,414,2,,,,10,1,,,,204,2,,,,14,1,,,,9,1,,,,0,10,,,,0,11,,,,0,16,,,,0,21,,,,0,9,,,,0,39,,,,0,4,,,,19,1,,,,0,7,,,,28,3,,,,0,4,,,,594926,1184,SCH-T4,nhw,19-1284,xrf-01,Chip
,800888,65,2019-10-08,16:56:10,geoChem-Extra-CoFix,,65,No,,,PPM,,,,0,7478,,,,52272,826,,,,225818,939,,,,0,168,,,,0,126,,,,26818,124,,,,15135,75,,,,2837,106,,,,113,13,,,,0,25,,,,447,19,,,,18124,100,,,,97,23,,,,18,4,,,,33,3,,,,63,3,,,,0,2,,,,0,1,,,,120,2,,,,408,3,,,,12,1,,,,204,2,,,,16,1,,,,17,2,,,,0,12,,,,0,14,,,,0,20,,,,0,25,,,,0,11,,,,0,47,,,,0,5,,,,16,2,,,,0,9,,,,43,4,,,,8,2,,,,657380,1361,SCH-T4,nhw,19-1284,xrf-01,Chip
,800888,66,2019-10-08,16:58:21,geoChem-Extra-CoFix,,66,No,,,PPM,,,,0,7037,,,,67383,1063,,,,268177,1009,,,,0,162,,,,0,119,,,,26325,129,,,,12721,76,,,,3074,92,,,,125,11,,,,0,21,,,,483,17,,,,19982,90,,,,63,20,,,,17,3,,,,37,3,,,,63,2,,,,0,2,,,,0,1,,,,124,1,,,,414,2,,,,10,1,,,,207,2,,,,12,1,,,,8,1,,,,0,10,,,,0,11,,,,0,16,,,,0,21,,,,0,9,,,,0,39,,,,0,4,,,,19,1,,,,0,7,,,,25,3,,,,0,4,,,,600730,1351,DUD,nhw,19-1284,xrf-02,Chip
,800888,67,2019-10-08,16:59:46,geoChem-Extra-CoFix,,67,No,,,PPM,,,,0,4680,,,,68437,714,,,,266524,843,,,,187,55,,,,0,77,,,,28009,104,,,,14790,61,,,,2886,91,,,,146,12,,,,0,21,,,,458,17,,,,19586,87,,,,63,20,,,,17,3,,,,34,3,,,,63,2,,,,0,2,,,,0,1,,,,125,1,,,,407,2,,,,10,1,,,,220,2,,,,14,1,,,,7,1,,,,0,10,,,,0,11,,,,0,17,,,,0,21,,,,0,10,,,,0,40,,,,0,4,,,,19,1,,,,0,7,,,,22,3,,,,5,2,,,,597972,1192,SCH-T4,nhw,19-1284,xrf-02,Chip
,800888,68,2019-10-08,17:02:10,geoChem-Extra-CoFix,,68,No,,,PPM,,,,0,4180,,,,70933,708,,,,294310,874,,,,0,97,,,,0,70,,,,29622,106,,,,14102,59,,,,2822,91,,,,141,12,,,,0,21,,,,401,16,,,,18185,82,,,,99,20,,,,13,3,,,,35,3,,,,61,2,,,,0,2,,,,0,1,,,,126,1,,,,411,2,,,,8,1,,,,200,2,,,,11,1,,,,9,1,,,,0,10,,,,0,11,,,,0,17,,,,0,21,,,,0,10,,,,0,41,,,,0,4,,,,18,1,,,,0,7,,,,25,3,,,,0,4,,,,568468,1197,SCH-T4,nhw,19-1284,xrf-02,Chip
,800888,69,2019-10-08,17:04:18,geoChem-Extra-CoFix,,69,No,,,PPM,,,,0,3306,,,,77292,663,,,,319250,833,,,,0,79,,,,0,56,,,,30281,98,,,,14479,56,,,,2949,87,,,,135,11,,,,0,19,,,,461,16,,,,18240,76,,,,86,18,,,,18,3,,,,35,3,,,,62,2,,,,5,1,,,,0,1,,,,123,1,,,,411,2,,,,9,1,,,,200,2,,,,11,1,,,,0,2,,,,0,9,,,,0,10,,,,0,15,,,,0,20,,,,0,9,,,,0,37,,,,0,4,,,,13,1,,,,0,7,,,,17,3,,,,8,1,,,,535915,1121,SCH-T4,nhw,19-1284,xrf-03,Chip
